"COMMENT","8860-50 MEM DATA"
"DATE","05-20-2021"
"TIME","16:42:13.420"
"NUM_SIGS",4
"INTERVAL",5.00000E-007
"HORZ_UNITS","s"
"VERT_UNITS","s","V","V","V"
"SIGNAL","TIME","A1_1","A2_1","A2_2"
"DATA"
 -2.500000000E-004,+3.1250001E-005,+2.1250000E-004,+1.6875000E-004
 -2.495000000E-004,+6.2500003E-005,+2.1250000E-004,+1.7499999E-004
 -2.490000000E-004,+6.2500003E-005,+2.2500000E-004,+1.7499999E-004
 -2.485000000E-004,+6.2500003E-005,+2.1250000E-004,+1.7499999E-004
 -2.480000000E-004,+0.0000000E+000,+2.1250000E-004,+1.8125000E-004
 -2.475000000E-004,+3.1250001E-005,+2.1250000E-004,+1.8125000E-004
 -2.470000000E-004,+3.1250001E-005,+2.1250000E-004,+1.8125000E-004
 -2.465000000E-004,+6.2500003E-005,+1.9999999E-004,+1.7499999E-004
 -2.460000000E-004,+6.2500003E-005,+2.1250000E-004,+1.8750000E-004
 -2.455000000E-004,+3.1250001E-005,+1.9999999E-004,+1.8750000E-004
 -2.450000000E-004,+6.2500003E-005,+2.1250000E-004,+1.8125000E-004
 -2.445000000E-004,+0.0000000E+000,+2.2500000E-004,+1.8125000E-004
 -2.440000000E-004,+3.1250001E-005,+2.1250000E-004,+1.8125000E-004
 -2.435000000E-004,+3.1250001E-005,+1.9999999E-004,+1.7499999E-004
 -2.430000000E-004,+3.1250001E-005,+2.1250000E-004,+1.8125000E-004
 -2.425000000E-004,+0.0000000E+000,+1.9999999E-004,+1.8125000E-004
 -2.420000000E-004,+6.2500003E-005,+1.9999999E-004,+1.8750000E-004
 -2.415000000E-004,+3.1250001E-005,+2.1250000E-004,+1.8125000E-004
 -2.410000000E-004,+3.1250001E-005,+1.9999999E-004,+1.8750000E-004
 -2.405000000E-004,+6.2500003E-005,+2.1250000E-004,+1.8750000E-004
 -2.400000000E-004,+6.2500003E-005,+1.9999999E-004,+1.8750000E-004
 -2.395000000E-004,+3.1250001E-005,+1.8750000E-004,+1.8750000E-004
 -2.390000000E-004,+3.1250001E-005,+2.1250000E-004,+1.8750000E-004
 -2.385000000E-004,+6.2500003E-005,+2.1250000E-004,+1.9375001E-004
 -2.380000000E-004,+3.1250001E-005,+1.8750000E-004,+1.8750000E-004
 -2.375000000E-004,+3.1250001E-005,+2.1250000E-004,+1.9375001E-004
 -2.370000000E-004,+3.1250001E-005,+2.1250000E-004,+1.8750000E-004
 -2.365000000E-004,+3.1250001E-005,+1.9999999E-004,+1.9375001E-004
 -2.360000000E-004,+6.2500003E-005,+1.7499999E-004,+1.9375001E-004
 -2.355000000E-004,+6.2500003E-005,+1.8750000E-004,+1.9375001E-004
 -2.350000000E-004,+3.1250001E-005,+1.9999999E-004,+1.9999999E-004
 -2.345000000E-004,+6.2500003E-005,+2.1250000E-004,+1.9375001E-004
 -2.340000000E-004,+3.1250001E-005,+1.9999999E-004,+1.9375001E-004
 -2.335000000E-004,+6.2500003E-005,+1.8750000E-004,+1.9375001E-004
 -2.330000000E-004,+6.2500003E-005,+1.9999999E-004,+1.9999999E-004
 -2.325000000E-004,+6.2500003E-005,+1.9999999E-004,+1.9999999E-004
 -2.320000000E-004,+3.1250001E-005,+1.8750000E-004,+1.9999999E-004
 -2.315000000E-004,+6.2500003E-005,+1.8750000E-004,+1.9999999E-004
 -2.310000000E-004,+3.1250001E-005,+1.8750000E-004,+1.9999999E-004
 -2.305000000E-004,+6.2500003E-005,+2.1250000E-004,+2.0625000E-004
 -2.300000000E-004,+6.2500003E-005,+2.1250000E-004,+1.9999999E-004
 -2.295000000E-004,+6.2500003E-005,+1.8750000E-004,+2.1250000E-004
 -2.290000000E-004,+6.2500003E-005,+1.9999999E-004,+2.0625000E-004
 -2.285000000E-004,+6.2500003E-005,+1.8750000E-004,+2.1250000E-004
 -2.280000000E-004,+9.3750001E-005,+1.9999999E-004,+2.1250000E-004
 -2.275000000E-004,+6.2500003E-005,+1.9999999E-004,+2.1250000E-004
 -2.270000000E-004,+6.2500003E-005,+1.9999999E-004,+2.1250000E-004
 -2.265000000E-004,+6.2500003E-005,+1.9999999E-004,+2.0625000E-004
 -2.260000000E-004,+6.2500003E-005,+1.9999999E-004,+2.1250000E-004
 -2.255000000E-004,+3.1250001E-005,+1.8750000E-004,+2.1250000E-004
 -2.250000000E-004,+3.1250001E-005,+1.8750000E-004,+2.1250000E-004
 -2.245000000E-004,+3.1250001E-005,+1.9999999E-004,+2.1875001E-004
 -2.240000000E-004,+3.1250001E-005,+1.9999999E-004,+2.1875001E-004
 -2.235000000E-004,+6.2500003E-005,+2.1250000E-004,+2.1875001E-004
 -2.230000000E-004,+9.3750001E-005,+1.9999999E-004,+2.1875001E-004
 -2.225000000E-004,+6.2500003E-005,+1.9999999E-004,+2.1250000E-004
 -2.220000000E-004,+3.1250001E-005,+1.8750000E-004,+2.1875001E-004
 -2.215000000E-004,+6.2500003E-005,+1.9999999E-004,+2.1875001E-004
 -2.210000000E-004,+6.2500003E-005,+1.9999999E-004,+2.1250000E-004
 -2.205000000E-004,+6.2500003E-005,+1.9999999E-004,+2.1250000E-004
 -2.200000000E-004,+6.2500003E-005,+1.8750000E-004,+2.2500000E-004
 -2.195000000E-004,+6.2500003E-005,+1.9999999E-004,+2.1875001E-004
 -2.190000000E-004,+6.2500003E-005,+2.1250000E-004,+2.2500000E-004
 -2.185000000E-004,+6.2500003E-005,+1.8750000E-004,+2.1875001E-004
 -2.180000000E-004,+3.1250001E-005,+1.8750000E-004,+2.1250000E-004
 -2.175000000E-004,+3.1250001E-005,+1.9999999E-004,+2.2500000E-004
 -2.170000000E-004,+6.2500003E-005,+1.9999999E-004,+2.2500000E-004
 -2.165000000E-004,+6.2500003E-005,+1.9999999E-004,+2.2500000E-004
 -2.160000000E-004,+6.2500003E-005,+1.8750000E-004,+2.2500000E-004
 -2.155000000E-004,+9.3750001E-005,+1.8750000E-004,+2.2500000E-004
 -2.150000000E-004,+6.2500003E-005,+1.9999999E-004,+2.1875001E-004
 -2.145000000E-004,+6.2500003E-005,+2.1250000E-004,+2.1875001E-004
 -2.140000000E-004,+6.2500003E-005,+1.8750000E-004,+2.1875001E-004
 -2.135000000E-004,+3.1250001E-005,+1.8750000E-004,+2.1875001E-004
 -2.130000000E-004,+6.2500003E-005,+1.9999999E-004,+2.2500000E-004
 -2.125000000E-004,+6.2500003E-005,+1.8750000E-004,+2.1875001E-004
 -2.120000000E-004,+6.2500003E-005,+1.7499999E-004,+2.2500000E-004
 -2.115000000E-004,+3.1250001E-005,+1.9999999E-004,+2.2500000E-004
 -2.110000000E-004,+6.2500003E-005,+1.8750000E-004,+2.1875001E-004
 -2.105000000E-004,+6.2500003E-005,+1.9999999E-004,+2.1875001E-004
 -2.100000000E-004,+6.2500003E-005,+1.9999999E-004,+2.3125000E-004
 -2.095000000E-004,+6.2500003E-005,+1.9999999E-004,+2.2500000E-004
 -2.090000000E-004,+3.1250001E-005,+1.8750000E-004,+2.1875001E-004
 -2.085000000E-004,+6.2500003E-005,+1.8750000E-004,+2.2500000E-004
 -2.080000000E-004,+3.1250001E-005,+1.9999999E-004,+2.2500000E-004
 -2.075000000E-004,+6.2500003E-005,+1.8750000E-004,+2.2500000E-004
 -2.070000000E-004,+6.2500003E-005,+1.9999999E-004,+2.3125000E-004
 -2.065000000E-004,+6.2500003E-005,+1.8750000E-004,+2.1875001E-004
 -2.060000000E-004,+3.1250001E-005,+1.9999999E-004,+2.1875001E-004
 -2.055000000E-004,+6.2500003E-005,+1.8750000E-004,+2.1875001E-004
 -2.050000000E-004,+6.2500003E-005,+1.9999999E-004,+2.3125000E-004
 -2.045000000E-004,+6.2500003E-005,+1.9999999E-004,+2.2500000E-004
 -2.040000000E-004,+6.2500003E-005,+1.7499999E-004,+2.1875001E-004
 -2.035000000E-004,+3.1250001E-005,+1.8750000E-004,+2.2500000E-004
 -2.030000000E-004,+3.1250001E-005,+1.9999999E-004,+2.3125000E-004
 -2.025000000E-004,+6.2500003E-005,+1.8750000E-004,+2.2500000E-004
 -2.020000000E-004,+3.1250001E-005,+1.8750000E-004,+2.2500000E-004
 -2.015000000E-004,+3.1250001E-005,+1.8750000E-004,+2.2500000E-004
 -2.010000000E-004,+6.2500003E-005,+1.9999999E-004,+2.3125000E-004
 -2.005000000E-004,+3.1250001E-005,+1.8750000E-004,+2.2500000E-004
 -2.000000000E-004,+6.2500003E-005,+1.8750000E-004,+2.3125000E-004
 -1.995000000E-004,+3.1250001E-005,+1.8750000E-004,+2.3125000E-004
 -1.990000000E-004,+6.2500003E-005,+1.9999999E-004,+2.2500000E-004
 -1.985000000E-004,+6.2500003E-005,+1.8750000E-004,+2.3125000E-004
 -1.980000000E-004,+3.1250001E-005,+1.8750000E-004,+2.3125000E-004
 -1.975000000E-004,+6.2500003E-005,+1.8750000E-004,+2.3125000E-004
 -1.970000000E-004,+3.1250001E-005,+1.8750000E-004,+2.3125000E-004
 -1.965000000E-004,+6.2500003E-005,+1.8750000E-004,+2.3125000E-004
 -1.960000000E-004,+3.1250001E-005,+1.8750000E-004,+2.3125000E-004
 -1.955000000E-004,+6.2500003E-005,+1.9999999E-004,+2.3750000E-004
 -1.950000000E-004,+3.1250001E-005,+1.7499999E-004,+2.3750000E-004
 -1.945000000E-004,+3.1250001E-005,+1.8750000E-004,+2.3125000E-004
 -1.940000000E-004,+3.1250001E-005,+1.8750000E-004,+2.3125000E-004
 -1.935000000E-004,+3.1250001E-005,+1.8750000E-004,+2.3750000E-004
 -1.930000000E-004,+6.2500003E-005,+1.8750000E-004,+2.3125000E-004
 -1.925000000E-004,+6.2500003E-005,+1.7499999E-004,+2.3750000E-004
 -1.920000000E-004,+3.1250001E-005,+1.7499999E-004,+2.3750000E-004
 -1.915000000E-004,+3.1250001E-005,+1.8750000E-004,+2.4374999E-004
 -1.910000000E-004,+3.1250001E-005,+1.8750000E-004,+2.3125000E-004
 -1.905000000E-004,+3.1250001E-005,+1.8750000E-004,+2.3750000E-004
 -1.900000000E-004,+6.2500003E-005,+1.9999999E-004,+2.3750000E-004
 -1.895000000E-004,+6.2500003E-005,+1.7499999E-004,+2.3750000E-004
 -1.890000000E-004,+3.1250001E-005,+1.8750000E-004,+2.4374999E-004
 -1.885000000E-004,+0.0000000E+000,+1.8750000E-004,+2.3750000E-004
 -1.880000000E-004,+3.1250001E-005,+1.7499999E-004,+2.4374999E-004
 -1.875000000E-004,+0.0000000E+000,+1.8750000E-004,+2.4374999E-004
 -1.870000000E-004,+3.1250001E-005,+1.8750000E-004,+2.4374999E-004
 -1.865000000E-004,+3.1250001E-005,+1.7499999E-004,+2.4374999E-004
 -1.860000000E-004,+3.1250001E-005,+1.7499999E-004,+2.4374999E-004
 -1.855000000E-004,+3.1250001E-005,+1.7499999E-004,+2.4374999E-004
 -1.850000000E-004,+0.0000000E+000,+1.7499999E-004,+2.3750000E-004
 -1.845000000E-004,+3.1250001E-005,+1.7499999E-004,+2.4374999E-004
 -1.840000000E-004,+0.0000000E+000,+1.7499999E-004,+2.4374999E-004
 -1.835000000E-004,+6.2500003E-005,+1.7499999E-004,+2.4374999E-004
 -1.830000000E-004,+3.1250001E-005,+1.7499999E-004,+2.4374999E-004
 -1.825000000E-004,+6.2500003E-005,+1.7499999E-004,+2.4374999E-004
 -1.820000000E-004,+3.1250001E-005,+1.7499999E-004,+2.4374999E-004
 -1.815000000E-004,+3.1250001E-005,+1.7499999E-004,+2.4374999E-004
 -1.810000000E-004,+6.2500003E-005,+1.7499999E-004,+2.4374999E-004
 -1.805000000E-004,+3.1250001E-005,+1.7499999E-004,+2.5000001E-004
 -1.800000000E-004,+0.0000000E+000,+1.7499999E-004,+2.4374999E-004
 -1.795000000E-004,+0.0000000E+000,+1.7499999E-004,+2.5000001E-004
 -1.790000000E-004,+3.1250001E-005,+1.7499999E-004,+2.5000001E-004
